log_id,user_id,date,day_of_week,is_weekend,time_of_day,app_name,tab_or_content_name,category,content_type,time_watched_min,session_count,avg_session_length_min,device_type,opened_via_notification,app_switches_during_session,addiction_score,addictive_label,prev_day_same_app_usage_min,daily_total_screen_time_min,daily_quality_score,weekly_total_screen_time_min,user_profile,iso_week
843,U123,2026-06-05,Friday,False,Evening,Spotify,Chill Playlist,Entertainment,Audio,3.0,1,3.0,Desktop,False,3,11.0,Non-addictive,23.9,113.6,6.4,727.6,balanced,23
844,U123,2026-06-05,Friday,False,Night,TikTok,For You Feed,Entertainment,Video,9.9,4,2.5,Mobile,True,4,94.7,Addictive,,113.6,6.4,727.6,balanced,23
845,U123,2026-06-05,Friday,False,Evening,Instagram,Reels Feed,Social Media,Video,96.4,1,96.4,Mobile,False,3,82.3,Addictive,3.9,113.6,6.4,727.6,balanced,23
846,U124,2026-06-05,Friday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,21.1,5,4.2,Mobile,False,0,20.0,Non-addictive,,153.8,19.0,967.2,balanced,23
847,U124,2026-06-05,Friday,False,Evening,TikTok,For You Feed,Entertainment,Video,124.6,4,31.2,Mobile,False,2,86.3,Addictive,,153.8,19.0,967.2,balanced,23
848,U124,2026-06-05,Friday,False,Evening,Chrome,gmail,Productivity,Webmail,8.1,1,8.1,Mobile,False,1,3.9,Non-addictive,14.8,153.8,19.0,967.2,balanced,23
849,U125,2026-06-05,Friday,False,Evening,Duolingo,,Skill-Development,App,26.0,3,8.7,Mobile,False,0,9.3,Non-addictive,,29.0,100.0,153.0,light_user,23
850,U125,2026-06-05,Friday,False,Afternoon,Snapchat,Stories,Social Media,Video,3.0,1,3.0,Mobile,False,0,45.0,Non-addictive,,29.0,100.0,153.0,light_user,23
851,U126,2026-06-05,Friday,False,Night,Instagram,Reels Feed,Social Media,Video,106.9,4,26.7,Tablet,True,4,100.0,Addictive,156.7,505.8,0.6,2862.6,heavy_addictive,23
852,U126,2026-06-05,Friday,False,Afternoon,Instagram,Reels Feed,Social Media,Video,67.5,2,33.7,Mobile,False,4,100.0,Addictive,106.9,505.8,0.6,2862.6,heavy_addictive,23
853,U126,2026-06-05,Friday,False,Evening,Free Fire,,Games,Game,198.6,5,39.7,Desktop,False,3,100.0,Addictive,46.8,505.8,0.6,2862.6,heavy_addictive,23
854,U126,2026-06-05,Friday,False,Night,Instagram,Reels Feed,Social Media,Video,57.5,2,28.7,Mobile,False,1,100.0,Addictive,67.5,505.8,0.6,2862.6,heavy_addictive,23
855,U126,2026-06-05,Friday,False,Night,Snapchat,Stories,Social Media,Video,41.1,2,20.5,Desktop,True,2,100.0,Addictive,156.5,505.8,0.6,2862.6,heavy_addictive,23
856,U126,2026-06-05,Friday,False,Afternoon,Notion,,Productivity,Notes,3.0,3,1.0,Desktop,False,0,15.3,Non-addictive,,505.8,0.6,2862.6,heavy_addictive,23
857,U126,2026-06-05,Friday,False,Night,Netflix,TV Series Binge,Entertainment,Video,31.2,3,10.4,Mobile,False,1,100.0,Addictive,132.3,505.8,0.6,2862.6,heavy_addictive,23
858,U127,2026-06-05,Friday,False,Evening,PUBG Mobile,,Games,Game,22.9,2,11.4,Mobile,True,2,83.5,Addictive,75.7,152.3,16.2,1150.0,balanced,23
859,U127,2026-06-05,Friday,False,Evening,WhatsApp,Family Group,Communication,Chat,12.7,1,12.7,Desktop,True,0,9.8,Non-addictive,24.5,152.3,16.2,1150.0,balanced,23
860,U127,2026-06-05,Friday,False,Night,Snapchat,Stories,Social Media,Video,55.9,1,55.9,Mobile,False,8,58.4,Addictive,104.4,152.3,16.2,1150.0,balanced,23
861,U127,2026-06-05,Friday,False,Morning,TikTok,For You Feed,Entertainment,Video,48.8,3,16.3,Mobile,False,4,92.5,Addictive,58.9,152.3,16.2,1150.0,balanced,23
862,U127,2026-06-05,Friday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,12.0,1,12.0,Desktop,False,2,18.0,Non-addictive,12.7,152.3,16.2,1150.0,balanced,23
863,U128,2026-06-05,Friday,False,Evening,YouTube,Cooking Recipe,Self-Improvement,Video,14.1,1,14.1,Desktop,False,0,19.5,Non-addictive,132.4,118.3,31.1,1004.6,balanced,23
864,U128,2026-06-05,Friday,False,Evening,Free Fire,,Games,Game,41.9,2,21.0,Mobile,False,2,77.1,Addictive,112.1,118.3,31.1,1004.6,balanced,23
865,U128,2026-06-05,Friday,False,Night,TikTok,For You Feed,Entertainment,Video,39.6,1,39.6,Mobile,False,4,88.7,Addictive,56.4,118.3,31.1,1004.6,balanced,23
866,U128,2026-06-05,Friday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,5.9,1,5.9,Desktop,False,2,13.3,Non-addictive,10.4,118.3,31.1,1004.6,balanced,23
867,U128,2026-06-05,Friday,False,Afternoon,Khan Academy,,Study,Video,16.8,1,16.8,Mobile,False,0,1.8,Non-addictive,,118.3,31.1,1004.6,balanced,23
868,U129,2026-06-05,Friday,False,Morning,Netflix,Documentary,Self-Improvement,Video,23.3,2,11.7,Desktop,False,0,38.5,Non-addictive,,189.0,100.0,2481.4,heavy_addictive,23
869,U129,2026-06-05,Friday,False,Evening,Netflix,Documentary,Self-Improvement,Video,45.8,1,45.8,Mobile,False,0,45.9,Non-addictive,23.3,189.0,100.0,2481.4,heavy_addictive,23
870,U129,2026-06-05,Friday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,16.9,2,8.5,Desktop,False,0,27.9,Non-addictive,14.6,189.0,100.0,2481.4,heavy_addictive,23
871,U129,2026-06-05,Friday,False,Afternoon,Spotify,Chill Playlist,Entertainment,Audio,17.0,1,17.0,Mobile,False,2,23.6,Non-addictive,21.4,189.0,100.0,2481.4,heavy_addictive,23
872,U129,2026-06-05,Friday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,54.0,1,54.0,Desktop,False,1,10.0,Non-addictive,16.9,189.0,100.0,2481.4,heavy_addictive,23
873,U129,2026-06-05,Friday,False,Morning,WhatsApp,Family Group,Communication,Chat,11.3,1,11.3,Mobile,False,1,11.9,Non-addictive,54.0,189.0,100.0,2481.4,heavy_addictive,23
874,U129,2026-06-05,Friday,False,Afternoon,WhatsApp,Family Group,Communication,Chat,20.7,1,20.7,Desktop,False,1,16.5,Non-addictive,11.3,189.0,100.0,2481.4,heavy_addictive,23
875,U130,2026-06-05,Friday,False,Night,TikTok,For You Feed,Entertainment,Video,34.5,2,17.2,Mobile,True,4,77.6,Addictive,43.7,172.6,10.3,927.9,balanced,23
876,U130,2026-06-05,Friday,False,Evening,Instagram,Reels Feed,Social Media,Video,120.4,2,60.2,Mobile,True,6,78.6,Addictive,,172.6,10.3,927.9,balanced,23
877,U130,2026-06-05,Friday,False,Afternoon,Coursera,,Study,Video,17.7,1,17.7,Mobile,True,0,18.7,Non-addictive,29.8,172.6,10.3,927.9,balanced,23
878,U131,2026-06-05,Friday,False,Evening,TikTok,For You Feed,Entertainment,Video,150.4,1,150.4,Desktop,True,3,100.0,Addictive,37.4,447.0,7.7,2508.7,heavy_addictive,23
879,U131,2026-06-05,Friday,False,Morning,Coursera,,Study,Video,27.8,3,9.3,Desktop,False,0,22.5,Non-addictive,6.1,447.0,7.7,2508.7,heavy_addictive,23
880,U131,2026-06-05,Friday,False,Evening,Free Fire,,Games,Game,151.7,4,37.9,Mobile,False,7,100.0,Addictive,,447.0,7.7,2508.7,heavy_addictive,23
881,U131,2026-06-05,Friday,False,Night,Chrome,pornweb,Pornographic,Website,110.5,2,55.2,Desktop,True,2,100.0,Addictive,50.4,447.0,7.7,2508.7,heavy_addictive,23
882,U131,2026-06-05,Friday,False,Afternoon,Duolingo,,Skill-Development,App,6.6,2,3.3,Desktop,False,0,39.3,Non-addictive,24.6,447.0,7.7,2508.7,heavy_addictive,23
883,U132,2026-06-05,Friday,False,Evening,YouTube,Music Video Mix,Entertainment,Video,34.9,2,17.4,Mobile,False,3,98.0,Addictive,45.6,234.5,19.7,2747.4,heavy_addictive,23
884,U132,2026-06-05,Friday,False,Evening,Notion,,Productivity,Notes,21.2,1,21.2,Tablet,False,0,8.5,Non-addictive,29.9,234.5,19.7,2747.4,heavy_addictive,23
885,U132,2026-06-05,Friday,False,Afternoon,YouTube,Study Lecture - Physics,Study,Video,15.8,1,15.8,Tablet,False,1,21.4,Non-addictive,34.9,234.5,19.7,2747.4,heavy_addictive,23
886,U132,2026-06-05,Friday,False,Afternoon,Instagram,Reels Feed,Social Media,Video,153.5,2,76.7,Desktop,False,4,100.0,Addictive,11.2,234.5,19.7,2747.4,heavy_addictive,23
887,U132,2026-06-05,Friday,False,Evening,Spotify,Chill Playlist,Entertainment,Audio,9.1,1,9.1,Mobile,False,1,34.0,Non-addictive,32.7,234.5,19.7,2747.4,heavy_addictive,23
888,U133,2026-06-05,Friday,False,Afternoon,TikTok,For You Feed,Entertainment,Video,14.1,1,14.1,Desktop,False,0,39.0,Non-addictive,8.3,73.0,100.0,587.2,productive,23
889,U133,2026-06-05,Friday,False,Morning,Free Fire,,Games,Game,7.4,1,7.4,Mobile,False,2,49.7,Non-addictive,,73.0,100.0,587.2,productive,23
890,U133,2026-06-05,Friday,False,Morning,Chrome,news-site,News,Website,21.0,1,21.0,Mobile,False,0,8.2,Non-addictive,,73.0,100.0,587.2,productive,23
891,U133,2026-06-05,Friday,False,Afternoon,YouTube,Pokemon Gameplay,Entertainment,Video,18.7,2,9.4,Mobile,False,1,37.3,Non-addictive,22.4,73.0,100.0,587.2,productive,23
892,U133,2026-06-05,Friday,False,Morning,PUBG Mobile,,Games,Game,11.8,1,11.8,Desktop,False,1,42.1,Non-addictive,3.0,73.0,100.0,587.2,productive,23
893,U134,2026-06-05,Friday,False,Evening,Netflix,Documentary,Self-Improvement,Video,3.4,1,3.4,Tablet,True,0,22.9,Non-addictive,18.3,125.4,100.0,598.9,productive,23
894,U134,2026-06-05,Friday,False,Morning,Candy Crush,,Games,Game,21.4,1,21.4,Desktop,False,1,32.2,Non-addictive,5.2,125.4,100.0,598.9,productive,23
895,U134,2026-06-05,Friday,False,Morning,VSCode,,Skill-Development,Code,14.5,4,3.6,Mobile,True,0,0.0,Non-addictive,,125.4,100.0,598.9,productive,23
896,U134,2026-06-05,Friday,False,Morning,Notion,,Productivity,Notes,19.4,1,19.4,Mobile,True,1,0.0,Non-addictive,,125.4,100.0,598.9,productive,23
897,U134,2026-06-05,Friday,False,Evening,Chrome,gmail,Productivity,Webmail,66.7,3,22.2,Desktop,False,0,12.5,Non-addictive,9.5,125.4,100.0,598.9,productive,23
898,U135,2026-06-05,Friday,False,Evening,Notion,,Productivity,Notes,12.0,4,3.0,Desktop,False,3,16.6,Non-addictive,,65.3,100.0,614.6,productive,23
899,U135,2026-06-05,Friday,False,Afternoon,Duolingo,,Skill-Development,App,25.5,3,8.5,Mobile,False,0,26.5,Non-addictive,,65.3,100.0,614.6,productive,23
900,U135,2026-06-05,Friday,False,Afternoon,YouTube,Study Lecture - Physics,Study,Video,3.0,2,1.5,Tablet,False,2,12.7,Non-addictive,10.8,65.3,100.0,614.6,productive,23
901,U135,2026-06-05,Friday,False,Afternoon,Instagram,DM Chats,Social Media,Chat,24.8,2,12.4,Desktop,False,0,5.6,Non-addictive,16.3,65.3,100.0,614.6,productive,23
902,U136,2026-06-05,Friday,False,Morning,Spotify,Chill Playlist,Entertainment,Audio,6.4,2,3.2,Mobile,False,0,11.6,Non-addictive,9.1,121.0,8.3,803.2,balanced,23
903,U136,2026-06-05,Friday,False,Afternoon,Candy Crush,,Games,Game,53.1,2,26.6,Tablet,True,3,77.8,Addictive,,121.0,8.3,803.2,balanced,23
904,U136,2026-06-05,Friday,False,Evening,TikTok,For You Feed,Entertainment,Video,57.9,3,19.3,Desktop,False,3,85.8,Addictive,,121.0,8.3,803.2,balanced,23
905,U136,2026-06-05,Friday,False,Afternoon,VSCode,,Skill-Development,Code,3.6,3,1.2,Desktop,False,2,0.4,Non-addictive,18.6,121.0,8.3,803.2,balanced,23
906,U137,2026-06-05,Friday,False,Afternoon,YouTube,Yoga Tutorial,Self-Improvement,Video,30.8,1,30.8,Desktop,False,1,41.6,Non-addictive,51.5,120.3,68.8,2971.4,heavy_addictive,23
907,U137,2026-06-05,Friday,False,Afternoon,Free Fire,,Games,Game,37.5,1,37.5,Mobile,True,6,100.0,Addictive,192.2,120.3,68.8,2971.4,heavy_addictive,23
908,U137,2026-06-05,Friday,False,Morning,WhatsApp,Family Group,Communication,Chat,30.7,2,15.4,Mobile,False,4,18.1,Non-addictive,43.4,120.3,68.8,2971.4,heavy_addictive,23
909,U137,2026-06-05,Friday,False,Afternoon,Chrome,news-site,News,Website,14.9,1,14.9,Desktop,False,1,31.5,Non-addictive,15.1,120.3,68.8,2971.4,heavy_addictive,23
910,U137,2026-06-05,Friday,False,Morning,Duolingo,,Skill-Development,App,6.4,1,6.4,Mobile,False,0,20.7,Non-addictive,41.2,120.3,68.8,2971.4,heavy_addictive,23
911,U138,2026-06-05,Friday,False,Afternoon,VSCode,,Skill-Development,Code,79.3,2,39.7,Desktop,False,0,10.8,Non-addictive,,148.1,100.0,292.1,light_user,23
912,U138,2026-06-05,Friday,False,Afternoon,Snapchat,Stories,Social Media,Video,68.8,1,68.8,Desktop,False,2,36.2,Non-addictive,,148.1,100.0,292.1,light_user,23
913,U139,2026-06-05,Friday,False,Afternoon,Chrome,news-site,News,Website,43.8,1,43.8,Desktop,False,3,16.3,Non-addictive,35.3,133.8,51.5,1196.1,balanced,23
914,U139,2026-06-05,Friday,False,Evening,YouTube,Prank Compilation,Entertainment,Video,37.8,3,12.6,Tablet,False,8,81.5,Addictive,7.6,133.8,51.5,1196.1,balanced,23
915,U139,2026-06-05,Friday,False,Evening,PUBG Mobile,,Games,Game,16.7,5,3.3,Desktop,True,8,79.9,Addictive,,133.8,51.5,1196.1,balanced,23
916,U139,2026-06-05,Friday,False,Evening,Notion,,Productivity,Notes,25.1,1,25.1,Desktop,False,0,14.7,Non-addictive,6.8,133.8,51.5,1196.1,balanced,23
917,U139,2026-06-05,Friday,False,Afternoon,YouTube,Prank Compilation,Entertainment,Video,10.4,1,10.4,Mobile,True,1,74.4,Addictive,37.8,133.8,51.5,1196.1,balanced,23
918,U100,2026-06-06,Saturday,True,Night,Instagram,Reels Feed,Social Media,Video,27.0,1,27.0,Mobile,True,7,76.4,Addictive,296.9,108.2,66.0,1514.6,balanced,23
919,U100,2026-06-06,Saturday,True,Afternoon,Free Fire,,Games,Game,9.8,2,4.9,Mobile,False,1,79.7,Addictive,82.0,108.2,66.0,1514.6,balanced,23
920,U100,2026-06-06,Saturday,True,Evening,Chrome,news-site,News,Website,63.7,1,63.7,Mobile,False,0,24.4,Non-addictive,28.1,108.2,66.0,1514.6,balanced,23
921,U100,2026-06-06,Saturday,True,Morning,Chrome,gmail,Productivity,Webmail,7.7,1,7.7,Mobile,False,3,0.0,Non-addictive,63.7,108.2,66.0,1514.6,balanced,23
922,U101,2026-06-06,Saturday,True,Afternoon,Duolingo,,Skill-Development,App,14.1,2,7.0,Desktop,False,1,0.0,Non-addictive,3.0,92.8,100.0,591.5,productive,23
923,U101,2026-06-06,Saturday,True,Afternoon,Candy Crush,,Games,Game,13.8,1,13.8,Desktop,False,0,41.0,Non-addictive,7.8,92.8,100.0,591.5,productive,23
924,U101,2026-06-06,Saturday,True,Morning,Chrome,random-blog,Entertainment,Website,19.0,2,9.5,Mobile,False,1,10.2,Non-addictive,,92.8,100.0,591.5,productive,23
925,U101,2026-06-06,Saturday,True,Night,Chrome,random-blog,Entertainment,Website,37.2,2,18.6,Desktop,False,2,7.5,Non-addictive,19.0,92.8,100.0,591.5,productive,23
926,U101,2026-06-06,Saturday,True,Afternoon,YouTube,Prank Compilation,Entertainment,Video,8.7,3,2.9,Mobile,False,0,30.4,Non-addictive,30.1,92.8,100.0,591.5,productive,23
927,U102,2026-06-06,Saturday,True,Afternoon,PUBG Mobile,,Games,Game,3.5,1,3.5,Desktop,False,4,42.5,Non-addictive,21.4,3.5,100.0,194.6,light_user,23
928,U103,2026-06-06,Saturday,True,Evening,Duolingo,,Skill-Development,App,23.6,1,23.6,Desktop,True,3,19.7,Non-addictive,12.7,90.7,83.1,890.6,balanced,23
929,U103,2026-06-06,Saturday,True,Evening,Khan Academy,,Study,Video,6.4,1,6.4,Desktop,False,1,0.0,Non-addictive,21.7,90.7,83.1,890.6,balanced,23
930,U103,2026-06-06,Saturday,True,Night,Netflix,Documentary,Self-Improvement,Video,45.4,2,22.7,Mobile,False,0,27.3,Non-addictive,9.3,90.7,83.1,890.6,balanced,23
931,U103,2026-06-06,Saturday,True,Evening,TikTok,For You Feed,Entertainment,Video,15.3,4,3.8,Desktop,True,4,96.2,Addictive,25.8,90.7,83.1,890.6,balanced,23
932,U104,2026-06-06,Saturday,True,Night,Candy Crush,,Games,Game,65.4,2,32.7,Mobile,True,6,100.0,Addictive,71.3,542.6,4.7,3278.2,heavy_addictive,23
933,U104,2026-06-06,Saturday,True,Night,Netflix,TV Series Binge,Entertainment,Video,143.7,2,71.9,Mobile,False,4,100.0,Addictive,30.2,542.6,4.7,3278.2,heavy_addictive,23
934,U104,2026-06-06,Saturday,True,Afternoon,Snapchat,Stories,Social Media,Video,46.6,2,23.3,Mobile,True,6,100.0,Addictive,116.4,542.6,4.7,3278.2,heavy_addictive,23
935,U104,2026-06-06,Saturday,True,Evening,Khan Academy,,Study,Video,8.1,1,8.1,Desktop,False,0,20.3,Non-addictive,38.4,542.6,4.7,3278.2,heavy_addictive,23
936,U104,2026-06-06,Saturday,True,Afternoon,Snapchat,Stories,Social Media,Video,170.2,4,42.5,Mobile,True,4,100.0,Addictive,46.6,542.6,4.7,3278.2,heavy_addictive,23
937,U104,2026-06-06,Saturday,True,Afternoon,Notion,,Productivity,Notes,17.4,3,5.8,Desktop,False,0,7.8,Non-addictive,,542.6,4.7,3278.2,heavy_addictive,23
938,U104,2026-06-06,Saturday,True,Afternoon,PUBG Mobile,,Games,Game,91.2,8,11.4,Mobile,True,4,100.0,Addictive,49.8,542.6,4.7,3278.2,heavy_addictive,23
939,U105,2026-06-06,Saturday,True,Night,Candy Crush,,Games,Game,151.6,1,151.6,Mobile,True,4,100.0,Addictive,20.7,525.3,8.8,3004.0,heavy_addictive,23
940,U105,2026-06-06,Saturday,True,Night,Free Fire,,Games,Game,134.4,3,44.8,Mobile,False,1,100.0,Addictive,69.8,525.3,8.8,3004.0,heavy_addictive,23
941,U105,2026-06-06,Saturday,True,Afternoon,Khan Academy,,Study,Video,13.6,1,13.6,Desktop,False,2,8.3,Non-addictive,,525.3,8.8,3004.0,heavy_addictive,23
942,U105,2026-06-06,Saturday,True,Evening,Snapchat,Stories,Social Media,Video,120.9,3,40.3,Desktop,False,4,99.3,Addictive,72.5,525.3,8.8,3004.0,heavy_addictive,23
943,U105,2026-06-06,Saturday,True,Night,YouTube,Prank Compilation,Entertainment,Video,4.5,4,1.1,Desktop,True,6,100.0,Addictive,242.7,525.3,8.8,3004.0,heavy_addictive,23
944,U105,2026-06-06,Saturday,True,Afternoon,YouTube,Music Video Mix,Entertainment,Video,33.1,2,16.6,Desktop,True,1,90.6,Addictive,4.5,525.3,8.8,3004.0,heavy_addictive,23
945,U105,2026-06-06,Saturday,True,Morning,Spotify,Chill Playlist,Entertainment,Audio,32.6,2,16.3,Mobile,False,1,34.7,Non-addictive,,525.3,8.8,3004.0,heavy_addictive,23
946,U105,2026-06-06,Saturday,True,Afternoon,Free Fire,,Games,Game,34.6,5,6.9,Desktop,True,3,100.0,Addictive,134.4,525.3,8.8,3004.0,heavy_addictive,23
947,U106,2026-06-06,Saturday,True,Afternoon,Candy Crush,,Games,Game,85.1,1,85.1,Mobile,False,3,100.0,Addictive,40.7,185.0,54.0,1743.2,heavy_addictive,23
948,U106,2026-06-06,Saturday,True,Evening,Instagram,DM Chats,Social Media,Chat,32.6,1,32.6,Desktop,False,0,45.8,Non-addictive,36.9,185.0,54.0,1743.2,heavy_addictive,23
949,U106,2026-06-06,Saturday,True,Afternoon,Coursera,,Study,Video,6.1,1,6.1,Mobile,False,0,11.5,Non-addictive,16.1,185.0,54.0,1743.2,heavy_addictive,23
950,U106,2026-06-06,Saturday,True,Afternoon,Notion,,Productivity,Notes,41.7,1,41.7,Desktop,False,0,7.8,Non-addictive,,185.0,54.0,1743.2,heavy_addictive,23
951,U106,2026-06-06,Saturday,True,Night,YouTube,Cooking Recipe,Self-Improvement,Video,19.5,4,4.9,Desktop,False,0,31.0,Non-addictive,156.0,185.0,54.0,1743.2,heavy_addictive,23
952,U107,2026-06-06,Saturday,True,Afternoon,Duolingo,,Skill-Development,App,40.3,1,40.3,Desktop,False,0,15.6,Non-addictive,,166.2,92.7,729.8,productive,23
953,U107,2026-06-06,Saturday,True,Evening,Chrome,random-blog,Entertainment,Website,14.5,1,14.5,Desktop,True,0,12.9,Non-addictive,20.0,166.2,92.7,729.8,productive,23
954,U107,2026-06-06,Saturday,True,Afternoon,Duolingo,,Skill-Development,App,71.8,2,35.9,Desktop,False,0,7.9,Non-addictive,40.3,166.2,92.7,729.8,productive,23
955,U107,2026-06-06,Saturday,True,Afternoon,Netflix,TV Series Binge,Entertainment,Video,27.4,2,13.7,Mobile,False,1,38.1,Non-addictive,3.2,166.2,92.7,729.8,productive,23
956,U107,2026-06-06,Saturday,True,Afternoon,TikTok,For You Feed,Entertainment,Video,12.2,1,12.2,Mobile,False,2,57.9,Addictive,47.8,166.2,92.7,729.8,productive,23
957,U108,2026-06-06,Saturday,True,Afternoon,VSCode,,Skill-Development,Code,10.3,1,10.3,Desktop,False,2,0.0,Non-addictive,,81.0,64.1,895.7,balanced,23
958,U108,2026-06-06,Saturday,True,Afternoon,Coursera,,Study,Video,41.6,4,10.4,Desktop,False,0,11.8,Non-addictive,16.3,81.0,64.1,895.7,balanced,23
959,U108,2026-06-06,Saturday,True,Night,Snapchat,Stories,Social Media,Video,29.1,3,9.7,Mobile,False,3,67.0,Addictive,,81.0,64.1,895.7,balanced,23
960,U109,2026-06-06,Saturday,True,Morning,Coursera,,Study,Video,32.9,1,32.9,Mobile,True,1,1.7,Non-addictive,,36.7,89.6,142.5,light_user,23
961,U109,2026-06-06,Saturday,True,Afternoon,Free Fire,,Games,Game,3.8,2,1.9,Desktop,True,3,52.4,Addictive,11.9,36.7,89.6,142.5,light_user,23
962,U110,2026-06-06,Saturday,True,Afternoon,Snapchat,Stories,Social Media,Video,187.3,4,46.8,Desktop,True,3,97.0,Addictive,29.5,614.9,8.3,2942.3,heavy_addictive,23
963,U110,2026-06-06,Saturday,True,Afternoon,YouTube,Music Video Mix,Entertainment,Video,173.0,4,43.3,Mobile,True,7,84.3,Addictive,66.5,614.9,8.3,2942.3,heavy_addictive,23
964,U110,2026-06-06,Saturday,True,Night,TikTok,For You Feed,Entertainment,Video,84.9,3,28.3,Mobile,False,3,100.0,Addictive,32.7,614.9,8.3,2942.3,heavy_addictive,23
965,U110,2026-06-06,Saturday,True,Afternoon,YouTube,Yoga Tutorial,Self-Improvement,Video,22.0,3,7.3,Tablet,False,0,35.3,Non-addictive,173.0,614.9,8.3,2942.3,heavy_addictive,23
966,U110,2026-06-06,Saturday,True,Afternoon,Chrome,pornweb,Pornographic,Website,58.6,2,29.3,Mobile,True,4,100.0,Addictive,32.6,614.9,8.3,2942.3,heavy_addictive,23
967,U110,2026-06-06,Saturday,True,Night,Chrome,online-shopping,Shopping,Website,60.1,1,60.1,Mobile,True,7,89.4,Addictive,58.6,614.9,8.3,2942.3,heavy_addictive,23
968,U110,2026-06-06,Saturday,True,Afternoon,Notion,,Productivity,Notes,29.0,3,9.7,Desktop,False,2,7.1,Non-addictive,23.6,614.9,8.3,2942.3,heavy_addictive,23
969,U111,2026-06-06,Saturday,True,Afternoon,Instagram,Reels Feed,Social Media,Video,44.0,2,22.0,Mobile,True,1,37.1,Non-addictive,13.2,201.1,83.9,642.1,productive,23
970,U111,2026-06-06,Saturday,True,Afternoon,WhatsApp,Family Group,Communication,Chat,16.1,1,16.1,Tablet,False,0,13.7,Non-addictive,,201.1,83.9,642.1,productive,23
971,U111,2026-06-06,Saturday,True,Evening,YouTube,Cooking Recipe,Self-Improvement,Video,38.2,2,19.1,Mobile,False,0,0.0,Non-addictive,16.0,201.1,83.9,642.1,productive,23
972,U111,2026-06-06,Saturday,True,Afternoon,TikTok,For You Feed,Entertainment,Video,32.4,4,8.1,Mobile,True,4,53.6,Addictive,60.0,201.1,83.9,642.1,productive,23
973,U111,2026-06-06,Saturday,True,Afternoon,Instagram,Reels Feed,Social Media,Video,70.4,1,70.4,Mobile,False,0,37.3,Non-addictive,44.0,201.1,83.9,642.1,productive,23
974,U112,2026-06-06,Saturday,True,Evening,TikTok,For You Feed,Entertainment,Video,20.4,1,20.4,Mobile,False,0,46.5,Non-addictive,6.2,65.3,100.0,576.2,productive,23
975,U112,2026-06-06,Saturday,True,Morning,TikTok,For You Feed,Entertainment,Video,34.2,2,17.1,Desktop,False,1,41.6,Non-addictive,20.4,65.3,100.0,576.2,productive,23
976,U112,2026-06-06,Saturday,True,Evening,WhatsApp,Family Group,Communication,Chat,10.7,1,10.7,Tablet,False,2,5.9,Non-addictive,3.0,65.3,100.0,576.2,productive,23
977,U113,2026-06-06,Saturday,True,Afternoon,Chrome,pornweb,Pornographic,Website,107.6,1,107.6,Mobile,False,4,100.0,Addictive,80.9,448.2,10.4,2151.7,heavy_addictive,23
978,U113,2026-06-06,Saturday,True,Afternoon,Khan Academy,,Study,Video,46.5,1,46.5,Mobile,True,1,13.1,Non-addictive,21.9,448.2,10.4,2151.7,heavy_addictive,23
979,U113,2026-06-06,Saturday,True,Night,Instagram,Reels Feed,Social Media,Video,15.5,5,3.1,Mobile,False,3,100.0,Addictive,49.4,448.2,10.4,2151.7,heavy_addictive,23
